RX Date/Time,Fx(field 1),Fz(field 2),Mx(field 3),My(field 4),Mz(field 5)
2024/09/19/ 17:48:54::700,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:54::741,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:54::842,0.03,12.90,0.03,0.01,0.00
2024/09/19/ 17:48:54::942,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:55::031,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:55::150,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:55::258,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:55::342,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:55::463,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:55::501,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:55::604,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:55::698,0.03,13.10,0.02,0.00,0.00
2024/09/19/ 17:48:55::786,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:55::896,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:56::007,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:56::088,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:56::201,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:56::311,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:56::359,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:56::456,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:56::551,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:56::644,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:56::762,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:56::900,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:56::989,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:57::046,0.03,12.90,0.02,0.01,0.00
2024/09/19/ 17:48:57::120,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:48:57::215,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:57::323,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:57::416,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:57::517,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:57::584,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:48:57::683,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:57::781,0.03,13.10,0.02,0.00,0.00
2024/09/19/ 17:48:57::883,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:57::971,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:58::077,0.03,12.90,0.02,0.01,0.00
2024/09/19/ 17:48:58::175,0.03,12.90,0.02,0.01,0.00
2024/09/19/ 17:48:58::287,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:58::426,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:58::446,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:58::542,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:58::653,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:58::746,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:58::848,0.03,12.90,0.02,0.01,0.00
2024/09/19/ 17:48:58::970,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:59::063,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:59::112,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:59::202,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:59::296,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:59::398,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:48:59::489,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:59::593,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:59::715,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:59::763,0.03,12.80,0.02,0.00,0.00
2024/09/19/ 17:48:59::862,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:48:59::961,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:00::069,0.03,12.90,0.02,0.01,0.00
2024/09/19/ 17:49:00::165,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:00::272,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:00::363,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:00::430,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:00::518,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:00::619,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:00::734,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:00::859,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:00::912,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:01::009,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:01::116,0.03,12.90,0.02,0.01,0.00
2024/09/19/ 17:49:01::197,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:01::271,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:01::376,0.03,13.10,0.02,0.00,0.00
2024/09/19/ 17:49:01::483,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:01::599,0.03,13.10,0.02,0.01,0.00
2024/09/19/ 17:49:01::693,0.02,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:01::811,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:01::849,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:01::949,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:02::063,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:02::169,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:02::257,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:02::363,0.03,13.10,0.02,0.01,0.00
2024/09/19/ 17:49:02::407,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:02::517,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:02::603,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:02::706,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:02::811,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:02::924,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:03::000,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:03::117,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:03::172,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:03::264,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:03::364,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:03::453,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:03::554,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:03::659,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:03::773,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:03::845,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:03::925,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:04::029,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:04::117,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:04::212,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:04::325,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:04::429,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:04::539,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:04::596,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:04::682,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:04::784,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:04::881,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:05::000,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:05::105,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:05::203,0.03,12.80,0.02,0.00,0.00
2024/09/19/ 17:49:05::264,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:05::355,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:05::455,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:05::573,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:05::656,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:05::757,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:05::856,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:05::956,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:06::076,0.03,12.90,0.02,0.01,0.00
2024/09/19/ 17:49:06::106,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:06::202,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:06::309,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:06::400,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:06::520,0.03,13.10,0.02,0.01,0.00
2024/09/19/ 17:49:06::634,0.03,13.10,0.02,0.00,0.00
2024/09/19/ 17:49:06::682,0.03,13.10,0.02,0.00,0.00
2024/09/19/ 17:49:06::773,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:06::869,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:06::961,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:07::091,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:07::203,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:07::260,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:07::331,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:07::439,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:07::531,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:07::629,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:07::718,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:07::825,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:07::961,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:08::061,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:08::092,0.03,13.10,0.02,0.00,0.00
2024/09/19/ 17:49:08::186,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:08::286,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:08::393,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:08::490,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:08::576,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:08::706,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:08::823,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:08::862,0.03,12.90,0.02,0.01,0.00
2024/09/19/ 17:49:08::943,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:09::041,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:09::162,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:09::262,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:09::363,0.03,13.10,0.02,0.00,0.00
2024/09/19/ 17:49:09::452,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:09::576,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:09::607,0.03,13.10,0.02,0.01,0.00
2024/09/19/ 17:49:09::711,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:09::810,0.02,13.10,0.02,0.00,0.00
2024/09/19/ 17:49:09::896,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:10::016,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:10::156,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:10::170,0.03,13.10,0.02,0.00,0.00
2024/09/19/ 17:49:10::307,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:10::369,0.03,13.10,0.02,0.01,0.00
2024/09/19/ 17:49:10::474,0.03,13.10,0.02,0.01,0.00
2024/09/19/ 17:49:10::610,0.03,13.10,0.02,0.01,0.00
2024/09/19/ 17:49:10::703,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:10::785,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:10::897,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:10::939,0.03,13.00,0.02,0.01,0.00
2024/09/19/ 17:49:11::027,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:11::133,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:11::212,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:11::333,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:11::469,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:11::566,0.03,13.10,0.02,0.01,0.00
2024/09/19/ 17:49:11::592,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:11::697,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:11::790,0.02,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:11::885,0.02,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:11::967,0.03,13.10,0.02,0.00,0.00
2024/09/19/ 17:49:12::076,0.03,12.90,0.02,0.00,0.00
2024/09/19/ 17:49:12::208,0.03,13.00,0.02,0.00,0.00
2024/09/19/ 17:49:12::345,0.08,13.00,0.08,0.00,0.00
2024/09/19/ 17:49:12::345,0.32,13.00,0.31,0.01,0.02
2024/09/19/ 17:49:12::442,0.25,13.00,0.23,0.02,0.01
2024/09/19/ 17:49:12::557,0.17,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:12::657,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:12::791,0.17,13.00,0.16,0.01,0.01
2024/09/19/ 17:49:12::888,0.18,13.10,0.16,0.01,0.01
2024/09/19/ 17:49:12::990,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:13::082,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:13::113,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:13::211,0.16,13.10,0.15,0.01,0.01
2024/09/19/ 17:49:13::317,0.16,12.70,0.15,0.01,0.01
2024/09/19/ 17:49:13::400,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:13::526,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:13::646,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:13::678,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:13::768,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:13::872,0.16,13.10,0.15,0.01,0.01
2024/09/19/ 17:49:13::969,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:14::085,0.16,13.10,0.15,0.01,0.01
2024/09/19/ 17:49:14::188,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:14::269,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:14::384,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:14::434,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:14::535,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:14::624,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:14::729,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:14::825,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:14::955,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:15::070,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:15::103,0.16,13.10,0.15,0.01,0.01
2024/09/19/ 17:49:15::198,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:15::283,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:15::381,0.17,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:15::472,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:15::579,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:15::698,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:15::810,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:15::863,0.15,13.00,0.14,0.01,0.01
2024/09/19/ 17:49:15::948,0.15,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:16::052,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:16::161,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:16::259,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:16::348,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:16::456,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:16::575,0.15,13.00,0.14,0.01,0.01
2024/09/19/ 17:49:16::623,0.16,13.10,0.15,0.01,0.01
2024/09/19/ 17:49:16::707,0.16,13.10,0.15,0.01,0.01
2024/09/19/ 17:49:16::809,0.15,13.10,0.14,0.01,0.01
2024/09/19/ 17:49:16::896,0.15,13.00,0.14,0.01,0.01
2024/09/19/ 17:49:17::015,0.16,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:17::134,0.16,12.90,0.15,0.01,0.01
2024/09/19/ 17:49:17::215,0.16,13.10,0.15,0.01,0.01
2024/09/19/ 17:49:17::343,0.15,13.00,0.14,0.01,0.01
2024/09/19/ 17:49:17::374,0.15,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:17::474,0.15,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:17::601,0.16,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:17::706,0.16,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:17::797,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:17::898,0.16,13.00,0.14,0.01,0.01
2024/09/19/ 17:49:17::945,0.16,12.80,0.15,0.01,0.01
2024/09/19/ 17:49:18::032,0.16,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:18::153,0.16,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:18::228,0.15,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:18::332,0.15,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:18::457,0.16,13.00,0.15,0.01,0.01
2024/09/19/ 17:49:18::565,0.15,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:18::603,0.15,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:18::706,0.15,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:18::788,0.16,12.80,0.15,0.01,0.01
2024/09/19/ 17:49:18::886,0.16,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:18::977,0.16,12.80,0.15,0.01,0.01
2024/09/19/ 17:49:19::085,0.16,12.70,0.15,0.01,0.01
2024/09/19/ 17:49:19::214,0.16,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:19::351,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:19::367,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:19::454,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:19::551,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:19::640,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:19::768,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:19::876,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:19::949,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:20::026,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:20::120,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:20::244,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:20::336,0.15,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:20::440,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:20::518,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:20::633,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:20::682,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:20::787,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:20::887,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:20::978,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:21::089,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:21::206,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:21::308,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:21::348,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:21::449,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:21::548,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:21::649,0.16,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:21::747,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:21::816,0.16,12.90,0.14,0.01,0.01
2024/09/19/ 17:49:21::959,0.16,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:22::007,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:22::109,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:22::201,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:22::294,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:22::395,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:22::517,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:22::599,0.15,12.40,0.14,0.01,0.01
2024/09/19/ 17:49:22::665,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:22::769,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:22::856,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:22::950,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:23::082,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:23::195,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:23::266,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:23::384,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:23::432,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:23::534,0.14,12.70,0.13,0.01,0.01
2024/09/19/ 17:49:23::623,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:23::711,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:23::829,0.15,13.10,0.14,0.01,0.01
2024/09/19/ 17:49:23::933,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:24::020,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:24::164,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:24::192,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:24::284,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:24::384,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:24::476,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:24::576,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:24::699,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:24::825,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:24::847,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:24::949,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:25::039,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:25::162,0.16,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:25::245,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:25::334,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:25::454,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:25::586,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:25::613,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:25::702,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:25::791,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:25::893,0.15,12.80,0.13,0.01,0.01
2024/09/19/ 17:49:26::010,0.15,12.80,0.14,0.01,0.01
2024/09/19/ 17:49:26::118,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:26::240,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:26::332,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:26::364,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:26::468,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:26::553,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:26::644,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:26::774,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:26::895,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:27::001,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:27::034,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:27::126,0.15,12.60,0.14,0.01,0.01
2024/09/19/ 17:49:27::211,0.15,12.70,0.14,0.01,0.01
2024/09/19/ 17:49:27::334,0.15,12.60,0.14,0.01,0.01
